ID,AreaCodeID,CountryID,CountryRelevanceID,Address,City,State,FeatureVersionID
25,11073,11073,1413,,Havana,,200025
129,11211,11211,1413,"Ibex House, The Minories",London,EC3N 1DY,200129
199,11196,11196,1413,Zweierstrasse 35,Zurich,CH-8022,200199
200,11190,11190,1413,Avenida de Concha Espina 8,Madrid,E-28036,200200
201,11115,11115,1413,"Dai-Ichi Bldg. 6th Floor, 10-2 Nihombashi, 2-chome, Chuo-ku",Tokyo,103,200201
202,11162,11162,1413,Federico Boyd Avenue & 51 Street,Panama City,,200202
247,11162,11162,1413,42 Via Brasil,Panama City,,200247
271,11190,11190,1413,,,,200271
272,11143,11143,1413,,,,200272
276,11162,11162,1413,,Panama City,,200276
317,11143,11143,1413,Emerson No. 148 Piso 7,"Mexico, D.F.",11570,200317
318,11190,11190,1413,,,,200318
319,11162,11162,1413,,,,200319
321,11190,11190,1413,,,,200321
328,11162,11162,1413,,,,200328
329,11190,11190,1413,Jose Lazaro Galdeano 6-6,Madrid,28016,200329
331,11090,11090,1413,,Paris,,200331
334,11190,11190,1413,,,,200334
346,11162,11162,1413,,,,200346
348,11113,11113,1413,,Milan,,200348
357,11035,11035,1413,,Buenos Aires,,200357
358,11143,11143,1413,,Cancun,,200358
359,11190,11190,1413,,,,200359
360,11190,11190,1413,,,,200360
361,11113,11113,1413,,,,200361
362,11143,11143,1413,"Baja California 255, Edificio B. Oficina 103, Condesa","Mexico, D.F.",06500,200362
363,11190,11190,1413,,,,200363
365,11143,11143,1413,"1649 Adolfo Prieto, Colonia del Valle",Mexico City,,200365
376,11196,11196,1413,"Case Postale 236, 10 Bis Rue Du Vieux College 12-11",Geneva,,200376
408,11190,11190,1413,,,,200408
409,11162,11162,1413,,,,200409
438,11101,11101,1413,32 Main Street,Georgetown,,200438
439,11090,11090,1413,24 Rue Du Quatre Septembre,Paris,,200439
440,11033,11033,1413,Belas Airport,Luanda,,200440
441,11171,11171,1413,"Dobrininskaya No. 7, Sec 5",Moscow,,200441
442,11035,11035,1413,Corrientes 545 Primer Piso,Buenos Aires,,200442
443,11094,11094,1413,Frankfurter TOR 8-A,Berlin,,200443
444,11060,11060,1413,"1 Place Ville Marie, Suite 3431",Montreal,,200444
445,11075,11075,1413,Parizska 17,Prague,,200445
446,11165,11165,1413,Paseo de la Republica 126,Lima,,200446
447,11102,11102,1413,Piarco Airport,Port au Prince,,200447
448,11211,11211,1413,c/o Anglo-Caribbean Shipping Co. Ltd.,London,EC3N 1DY,200448
449,11114,11114,1413,Norman Manley International Airport,Kingston,,200449
450,11143,11143,1413,"Melchor Ocampo 469, 5DF",Mexico City,,200450
451,11162,11162,1413,Calle 29 y Avda Justo Arosemena,Panama City,,200451
452,11043,11043,1413,"Grantley Adams Airport, Christ Church",,,200452
453,11190,11190,1413,,Madrid,,200453
454,11090,11090,1413,,Paris,,200454
455,11113,11113,1413,,Milan,,200455
456,11171,11171,1413,,Moscow,,200456
457,11190,11190,1413,,Madrid,,200457
458,11094,11094,1413,,Cologne,,200458
459,11060,11060,1413,Downsview,Ontario,,200459
460,11115,11115,1413,,Tokyo,,200460
461,11035,11035,1413,,Buenos Aires,,200461
465,11211,11211,1413,"Devonshire House, 1 Devonshire Street",London,,200465
466,11115,11115,1413,"Kawabe Building, 1-5 Kanda Nishiki-Cho, Chiyoda-Ku",Tokyo,,200466
500,11060,11060,1413,5250 Ferrier Street,Montreal,,200500
44386,11211,11211,1413,4th Floor,London,E14 9SH,244386
44387,11073,11073,1413,"Edificio Atlantic, Oficina 4 H",Havana,10400,244387
572,11090,11090,1413,54 Rue Richelieu,Paris,,200572
660,11190,11190,1413,,,,200660
661,11162,11162,1413,,,,200661
793,11162,11162,1413,,,,200793
825,11120,11120,1413,,Pyongyang,,200825
826,11171,11171,1413,,Moscow,,200826
827,11190,11190,1413,,Barcelona,,200827
828,11094,11094,1413,,Rostock,,200828
829,11113,11113,1413,,Genoa,,200829
830,11167,11167,1413,,Syczecin,,200830
831,11153,11153,1413,,Rotterdam,,200831
832,11143,11143,1413,,,,200832
833,11035,11035,1413,,Buenos Aires,,200833
834,11060,11060,1413,,Montreal,,200834
835,11054,11054,1413,,Varna,,200835
848,11035,11035,1413,"San Martin 323, Piso 14",Buenos Aires,,200848
997,11153,11153,1413,Boezembolcht 23,Rotterdam,,200997
1006,11130,11130,1413,,,,201006
1007,11096,11096,1413,33 Akti Maouli,Pireas (Piraeus),185-35,201007
1052,11162,11162,1413,,,,201052
1069,11190,11190,1413,,,,201069
1100,11143,11143,1413,,,,201100
1101,11060,11060,1413,1010 O Rue Ste. Catherine,Montreal,PQ H303 IGI,201101
1102,11190,11190,1413,,,,201102
1237,11162,11162,1413,,,,201237
1394,11162,11162,1413,Edificio Saldivar,Panama City,,201394
1395,11094,11094,1413,Lietzenburger Strasse 51,Berlin,,201395
1430,11190,11190,1413,,,,201430
1431,11143,11143,1413,,Cancun,,201431
1432,11143,11143,1413,,Guadalajara,,201432
1433,11143,11143,1413,,Mexico City,,201433
1434,11143,11143,1413,,Monterey,,201434
1435,11143,11143,1413,,Roma,,201435
1832,11291,,,,,,201832
1833,11291,,,,,,201833
1834,11291,,,,,,201834
1835,11082,11082,1413,,,,201835
1836,11291,,,,,,201836
1837,11291,,,,,,201837
1839,11291,,,,,,201839
1840,11291,,,,,,201840
1841,11291,,,,,,201841
1843,11291,,,,,,201843
37108,11126,11126,1413,,,,237108
1848,11291,,,,,,201848
1849,11291,11291,1413,,Gaza Strip,,201849
1982,11060,11060,1413,,Saskatchewan,,201982
1983,11073,11073,1413,,,,201983
1984,11060,11060,1413,,Saskatchewan,,201984
1985,11073,11073,1413,,,,201985
1991,11291,,,,,,201991
2007,11066,11066,1413,,Cali,,202007
2008,11066,11066,1413,"Casa No. 19, Avenida Lago, Ciudad Jardin",Cali,,202008
2237,11291,,,,,,202237
2242,11291,,,,,,202242
2248,11291,,,,,,202248
2256,11197,11197,1413,,Damascus,,202256
2898,11109,11109,1413,"PO Box 15875/7177, 144 Mirdamad Blvd",Tehran,,202898
16811,11109,11109,1413,213 Ferdowsi Avenue,Tehran,11365,216811
41726,11109,11109,1413,"Mirdamad Blvd, 144 - P.O. Box 15875/7/77",Tehran,,241726
2899,11109,11109,1413,"PO Box 11365/5699, No 247 3rd Floor Fedowsi Ave, Cross Sarhang Sakhaei St",Tehran,,202899
45326,11109,11109,1413,P.O. Box 11365-3499,Tehran,,245326
2901,11109,11109,1413,"No. 40 North Shiraz Street, Mollasadra Ave, Vanak Sq",Tehran,19917,202901
45327,11109,11109,1413,"No. 40, North Shiraz St, Mollasadra Ave",Tehran,,245327
45328,11109,11109,1413,"40, Northern Shirazi St, Molla Sadra Ave",Tehran,19917,245328
2905,11109,11109,1413,"PO Box 14155-6395, 129 Patrice Lumumba St, Jalal-al-Ahmad Expressway",Tehran,14454,202905
16813,11211,11211,1413,5 Lothbury,London,EC2R 7HD,216813
16814,11109,11109,1413,"PO Box 15175/584, 6th Floor, Sadaf Bldg, 1137 Vali Asr Ave",Tehran,15119-43885,216814
2921,11291,,,,,,202921
2923,11291,,,,,,202923
2924,11291,,,,,,202924
2925,11291,,,,,,202925
2926,11291,,,,,,202926
2927,11291,,,,,,202927
2928,11291,,,,,,202928
2929,11291,,,,,,202929
2932,11291,,,,,,202932
2934,11291,,,,,,202934
2935,11291,,,,,,202935
2938,11291,,,,,,202938
2939,11291,,,,,,202939
2940,11291,,,,,,202940
2941,11291,,,,,,202941
2942,11291,,,,,,202942
2945,11291,,,,,,202945
2946,11291,,,,,,202946
2947,11291,,,,,,202947
2949,11291,,,,,,202949
3872,11291,,,,,,203872
3873,11291,,,,,,203873
3874,11291,,,,,,203874
3875,11291,,,,,,203875
3969,11066,11066,1413,Km. 3 Via Marsella Parque Industrial,Pereira,,203969
3970,11066,11066,1413,Apartado Aereo 3786,Pereira,,203970
3985,11066,11066,1413,Carrera 23D No. 13B-59,Cali,,203985
4000,11066,11066,1413,Km. 3 Via Marsella Parque Industrial,Pereira,,204000
4001,11066,11066,1413,Carrera 10 No. 34-21 Dosq.,Pereira,,204001
4002,11066,11066,1413,Apartado Aereo 3786,Pereira,,204002
4474,11029,11029,1413,,,,204474
4475,11029,11029,1413,,,,204475
4516,11066,11066,1413,Km. 3 Via Marsella,Pereira,,204516
4544,11066,11066,1413,Calle 34 No. 5A-25,Cali,,204544
4545,11066,11066,1413,Carrera 15 No. 44-68,Cali,,204545
4631,11291,,,,,,204631
4632,11291,,,,,,204632
4634,11291,,,,,,204634
4635,11291,,,,,,204635
4636,11291,,,,,,204636
4637,11291,,,,,,204637
4638,11173,11173,1413,Cardin Avenue,,,204638
4640,11291,,,,,,204640
4641,11291,,,,,,204641
4643,11291,,,,,,204643
4642,11291,,,,,,204642
4647,11066,11066,1413,Hacienda Coque,Cartago,,204647
4648,11066,11066,1413,Carrera 4 No. 16-04 apt. 303,Cartago,,204648
4649,11066,11066,1413,c/o AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,Cartago,,204649
4650,11066,11066,1413,c/o COMPANIA AGROINVERSORA HENAGRO LTDA.,Cartago,,204650
4651,11066,11066,1413,c/o DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,Cartago,,204651
4652,11066,11066,1413,c/o MAQUINARIA TECNICA Y TIERRAS LTDA.,Cartago,,204652
4653,11066,11066,1413,c/o ORGANIZACION EMPRESARIAL A DE J HENAO M E HIJOS Y CIA. S.C.S.,Cartago,,204653
5573,11066,11066,1413,c/o AGROPECUARIA MIRALINDO S.A.,Cartago,,205573
5574,11066,11066,1413,c/o ARIZONA S.A.,Cartago,,205574
5575,11066,11066,1413,Carrera 8N No. 17A-12,Cartago,,205575
5576,11066,11066,1413,Carrera 42 No. 5B-81,Cali,,205576
4654,11066,11066,1413,Calle 6A No. 34-65,Cali,,204654
12989,11066,11066,1413,c/o DISDROGAS LTDA.,Yumbo,,212989
12990,11066,11066,1413,c/o RAMIREZ ABADIA Y CIA. S.C.S.,Cali,,212990
4655,11066,11066,1413,Carrera 4A No. 16-04 apt. 303,Cartago,,204655
4657,11066,11066,1413,Km. 5 Via Aeropuerto,Cartago,,204657
4658,11066,11066,1413,Carrera 1 No. 13-08,Cartago,,204658
4656,11066,11066,1413,Carrera 1 No. 13-08,Cartago,,204656
4659,11066,11066,1413,Hacienda Coque,Cartago,,204659
4660,11066,11066,1413,Km. 5 Via Aeropuerto,Cartago,,204660
4661,11066,11066,1413,Carrera 4A No. 16-04 apt. 303,Cartago,,204661
4662,11066,11066,1413,Carrera 4A No. 16-04,Cartago,,204662
5577,11066,11066,1413,Carrera 42 No. 5B-81,Cali,,205577
4663,11066,11066,1413,Carrera 4A No. 16-04 apt. 303,Cartago,,204663
4664,11066,11066,1413,"Km. 5 Via Aeropuerto, Hacienda Coque",Cartago,,204664
4666,11066,11066,1413,Hacienda Coque,Cartago,,204666
4667,11066,11066,1413,Carrera 4 No. 16-04 apt. 303,Cartago,,204667
4668,11066,11066,1413,c/o AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,Cartago,,204668
4669,11066,11066,1413,c/o DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,Cartago,,204669
5578,11066,11066,1413,Avenida 4 Oeste No. 5-97 Apt. 1001,Cali,,205578
5579,11066,11066,1413,c/o COMPANIA AGROINVERSORA HENAGRO LTDA.,Cartago,,205579
4670,11291,,,,,,204670
4671,11066,11066,1413,Calle 21 Norte No. 3N-64,Cali,,204671
4832,11066,11066,1413,Avenida 4N No. 10N-100,Cali,,204832
4833,11066,11066,1413,c/o INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A.,Buenaventura,,204833
4834,11066,11066,1413,c/o TAURA S.A.,Cali,,204834
4835,11066,11066,1413,c/o GALAPAGOS S.A.,Cali,,204835
4836,11066,11066,1413,Km. 5 El Pinal,Buenaventura,,204836
4837,11066,11066,1413,Av. Simon Bolivar Km. 5 El Pinal,Buenaventura,,204837
4841,11066,11066,1413,Calle 24N No. 6AN-15,Cali,,204841
4842,11066,11066,1413,Carrera 115 No. 16B-121,Cali,,204842
4849,11066,11066,1413,Calle 5 No. 5A-49,Buenaventura,,204849
4850,11066,11066,1413,c/o INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A.,Buenaventura,,204850
4851,11066,11066,1413,c/o INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A.,Buenaventura,,204851
65143,11111,11111,1413,,,,265143
65144,11211,11211,1413,,,,265144
4883,11291,,,,,,204883
4884,11291,,,,,,204884
4885,11291,,,,,,204885
4886,11291,,,,,,204886
4887,11291,,,,,,204887
4888,11291,,,,,,204888
4889,11291,,,,,,204889
4890,11291,,,,,,204890
4891,11291,,,,,,204891
4892,11291,,,,,,204892
4893,11291,,,,,,204893
4922,11291,,,,,,204922
4923,11291,,,,,,204923
4924,11291,,,,,,204924
4925,11291,,,,,,204925
4926,11291,,,,,,204926
4927,11291,,,,,,204927
4928,11291,,,,,,204928
47206,11141,11141,1413,,,,247206
50102,11073,11073,1413,Guantanamo Bay detention center,,,250102
50101,11073,11073,1413,Guantanamo Bay detention center,,,250101
4934,11291,,,,,,204934
4935,11291,,,,,,204935
4937,11160,11160,1413,"House no. 125, Street 54, Phase II, Hayatabad",Peshawar,,204937
4947,11291,,,,,,204947
4939,11160,11160,1413,"Kitab Ghar, 4 Dar-el-Iftah, Nazimabad",Karachi,,204939
4942,11160,11160,1413,"Office Dha'rb-i-M'unin, Room no. 3, Third Floor, Moti Plaza, near Liaquat Bagh, Murree Road",Rawalpindi,,204942
4943,11160,11160,1413,"Jamia Masjid, Sulaiman Park, Begum Pura",Lahore,,204943
4944,11160,11160,1413,"Office Dha'rb-i-M'unin, Z.R. Brothers, Katchehry Road, Chowk Yadgaar",Peshawar,,204944
4945,11160,11160,1413,"Office Dha'rb-i-M'unin, Top Floor, Dr. Dawa Khan Dental Clinic Surgeon, Main Baxar, Mingora",Swat,,204945
4946,11160,11160,1413,"Office Dha'rb-i-M'unin, opposite Khyber Bank, Abbottabad Road",Mansehra,,204946
20919,11160,11160,1413,"University Road, Opposite Baitul Mukaram, Gulshan-e Iqbal",Karachi,,220919
20920,11160,11160,1413,"Opposite Jang Press, I.I. Chundrigar Road",Karachi,,220920
20921,11160,11160,1413,"TE-365, 3rd Floor, Deans Trade Centre",Peshawar Cantt.,,220921
4940,11094,11094,1413,Uhlenhorsterweg 34 11,Hamburg,,204940
4948,11029,11029,1413,,,,204948
4949,11029,11029,1413,,,,204949
4951,11291,,,,,,204951
4952,11291,,,,,,204952
4953,11291,,,,,,204953
4954,11126,11126,1413,,,,204954
4956,11291,,,,,,204956
4957,11291,,,,,,204957
4958,11291,,,,,,204958
4959,11126,11126,1413,,,,204959
4960,11291,,,,,,204960
50103,11073,11073,1413,Guantanamo Bay detention center,,,250103
4964,11291,,,,,,204964
4965,11218,11218,1413,Al-Mukallah,Hadhramawt Governorate,,204965
4971,11160,11160,1413,,,,204971
4972,11029,11029,1413,,Qandahar City,,204972
4973,11160,11160,1413,"Room 9A, 2nd Floor, Wahdat Road, Education Town",Lahore,,204973
4974,11160,11160,1413,Wares Colony,Lahore,,204974
4975,11160,11160,1413,,,,204975
4976,11218,11218,1413,"Jamal street, Al-Dahima alley",Al-Hudaydah,,204976
4977,11291,,,,,,204977
4978,11291,,,,,,204978
4981,11291,,,,,,204981
4982,11291,,,,,,204982
4983,11094,11094,1413,Helene Meyer Ring 10-1415-80809,Munich,,204983
4984,11211,11211,1413,"129 Park Road, NW8",London,,204984
4985,11045,11045,1413,28 Chaussee de Lille,Mouscron,,204985
4986,11038,11038,1413,Darvingasse 1/2/58-60,Vienna,,204986
4987,11204,11204,1413,,,,204987
4988,11094,11094,1413,"Uhlenhorsterweg 34 11, 22085",Hamburg,,204988
4989,11116,11116,1413,,,,204989
4991,11211,11211,1413,,London,,204991
24833,11116,11116,1413,,,,224833
5076,11291,,,,,,205076
5225,11292,11292,1413,P.O. Box 3753,al-Beireh,,205225
5226,11292,11292,1413,Ramallah II 970,,,205226
5227,11292,11292,1413,P.O. Box 662,Ramallah,,205227
5228,11212,11212,1413,"525 International Parkway, Suite 509",Richardson,75081,205228
5229,11212,11212,1413,P.O. Box 832390,Richardson,75083,205229
5230,11212,11212,1413,9250 S. Harlem Avenue,Bridgeview,,205230
5231,11212,11212,1413,345 E. Railway Avenue,Paterson,07503,205231
5232,11292,11292,1413,,Hebron,,205232
5233,11291,11291,1413,,Gaza Strip,,205233
5239,11212,11212,1413,"12798 Rancho Penasquitos Blvd., Suite F",San Diego,92128,205239
5470,11292,11292,1413,,Jenin,,205470
5471,11292,11292,1413,"Shurta Street, 'Amira al-Ramuna, 4th Floor",Ramallah,,205471
5258,11029,11029,1413,"Street 13, Wazir Akbar Khan",Kabul,,205258
5259,11160,11160,1413,"60-C, Nazim Ud Din Road, F 8/4",Islamabad,,205259
5260,11029,11029,1413,"Street 13, Wazir Akbar Khan",Kabul,,205260
5262,11291,,,,,,205262
5265,11291,,,,,,205265
5267,11160,11160,1413,,,,205267
5268,11211,11211,1413,,,,205268
5269,11190,11190,1413,,,,205269
5270,11211,11211,1413,,,,205270
5271,11211,11211,1413,,,,205271
5272,11211,11211,1413,,,,205272
5273,11211,11211,1413,,,,205273
5276,11160,11160,1413,,Peshawar,,205276
5277,11160,11160,1413,"House Number 56, E. Canal Road",Peshawar,,205277
5279,11029,11029,1413,,,,205279
27123,11160,11160,1413,Near old Badar Hospital in University Town,Peshawar,,227123
27124,11160,11160,1413,Chinar Road,Peshawar,,227124
29895,11160,11160,1413,218 Khyber View Plaza,Peshawar,,229895
29896,11160,11160,1413,216 Khyber View Plaza,Peshawar,,229896
20924,11189,11189,1413,Johannesburg,,,220924
5280,11143,11143,1413,"Blvd. Cuauhtemoc 1711, Oficina 305, Colonia Zona Rio",Tijuana,,205280
5281,11143,11143,1413,"Avenida Cuauhtemoc 1209, CP 22290, Colonia Zona Rio",Tijuana,,205281
5282,11143,11143,1413,"David Alfaro 25, CP 22320",Tijuana,,205282
5283,11143,11143,1413,"Blvd. Agua Caliente 1381, Colonia Revolucion",Tijuana,,205283
5284,11143,11143,1413,Tijuana,Baja California,,205284
5285,11143,11143,1413,"Km 25 Carr. Tijuana-Ensenada, Colonia Leyes de Reforma, Playas Rosarito",Rosarito,CP 22710,205285
5288,11143,11143,1413,"Blvd. Agua Caliente 1381, Colonia Revolucion",Tijuana,,205288
5289,11143,11143,1413,Avenida Rio Nazas 10202,Tijuana,,205289
5290,11143,11143,1413,Heroes de Nacozari 3213 Colonia Maya,Culiacan,,205290
5291,11143,11143,1413,Lerdo de Tejada 1879 Sector Juarez,Guadalajara,,205291
5292,11143,11143,1413,Ramon Morales No. 732 Colonia El Mirador,Guadalajara,,205292
5293,11143,11143,1413,Rio Balsas 1579 Los Nogales,Ciudad Juarez,,205293
5294,11143,11143,1413,Luz Savinon 718-C Colonia del Valle,Mexico City,,205294
5295,11212,11212,1413,P.O. Box 434440,San Ysidro,92173,205295
5296,11143,11143,1413,"Blvd. Agua Caliente 1381, Colonia Revolucion",Tijuana,,205296
5297,11143,11143,1413,Avenida Constitucion No. 1300,Tijuana,,205297
5298,11143,11143,1413,Avenida Negrete No. 1200,Tijuana,,205298
5299,11143,11143,1413,Avenida Segunda No. 1702,Tijuana,,205299
5300,11143,11143,1413,Avenida 16 de Septiembre No. 1100,Tijuana,,205300
5301,11143,11143,1413,Calle 4ta. 1339 y 'G',Tijuana,,205301
5302,11143,11143,1413,Blvd. D. Ordaz No. 700-316,Tijuana,,205302
5303,11143,11143,1413,Avenida Benito Juarez No. 16-2,Rosarito,,205303
5304,11143,11143,1413,"Avenida Las Americas, Int. Casa Ley",Tijuana,,205304
5305,11143,11143,1413,Avenida Constitucion y 10ma.,Tijuana,,205305
5306,11143,11143,1413,Avenida Constitucion 823,Tijuana,,205306
5307,11143,11143,1413,Calle Benito Juarez 1941,Tijuana,,205307
5308,11143,11143,1413,Calle 4ta. Y Ninos Heroes 1802,Tijuana,,205308
5309,11143,11143,1413,Calle Benito Juarez 1890-A,Tijuana,,205309
5310,11143,11143,1413,Blvd. Benito Juarez 20000,Rosarito,,205310
5311,11143,11143,1413,"Blvd. Diaz Ordaz 915, La Mesa",Tijuana,,205311
5312,11143,11143,1413,"Blvd. Fundadores 8417, Fraccionamiento El Rubi",Tijuana,,205312
5313,11143,11143,1413,"Avenida Tecnologico 15300-308, Centro Comercial Otay Universidad",Tijuana,,205313
5314,11143,11143,1413,"Avenida Revolucion 651, Zona Centro",Tijuana,,205314
5315,11143,11143,1413,"Blvd. Sanchez Taboada 4002, Zona Rio",Tijuana,,205315
5316,11143,11143,1413,"Paseo Estrella del Mar 1075-B, Placita Coronado, Playas de Tijuana",Tijuana,,205316
5317,11143,11143,1413,"Avenida Jose Lopez Portillo 131-B, Modulos Otay",Tijuana,,205317
5318,11143,11143,1413,Toribio Ortega No. 6072-1 Colonia Fco. Villa,Tijuana,,205318
5319,11143,11143,1413,Blvd. Diaz Ordaz No. 1159-101,Tijuana,,205319
5320,11143,11143,1413,"Plaza del Norte, M. Matamoros No. 10402, Frac. M. Matamoros",Tijuana,,205320
5321,11143,11143,1413,Calle Carrillo Puerto (3ra.) No. 1434-131,Tijuana,,205321
5322,11143,11143,1413,Blvd. Ejido Matamoros No. 402-1 Lomas Granjas la Espanola,Tijuana,,205322
5323,11143,11143,1413,Calz. Cucapah 20665-1B Colonia Buenos Aires Norte,Tijuana,,205323
5324,11143,11143,1413,,Tijuana,,205324
5327,11143,11143,1413,"Avenida David Alfaro Siqueiros 2789-102, Colonia Zona Rio",Tijuana,,205327
5328,11143,11143,1413,Avenida David Alfaro 25,Tijuana,CP 22320,205328
5329,11143,11143,1413,"Calle Nezahualcoyotyl No. 1660, Colonia Zona Rio",Tijuana,CP 22320,205329
5330,11143,11143,1413,"Avenida Cuauhtemoc 1711, Ofc. 305A, Zona Rio",Tijuana,,205330
5331,11143,11143,1413,Calle Netzahuacoyotl y Paseo Centenario,Tijuana,,205331
5332,11143,11143,1413,"Avenida David Alfaro Siquieiros 2789, Ofc. 201A, Colonia Zona Rio",Tijuana,,205332
5333,11143,11143,1413,Paseo de los Heroes y Sanchez Taboada,Tijuana,CP 22320,205333
5334,11143,11143,1413,"Avenida Del Sol 4551, Fraccionamiento La Escondida",Tijuana,,205334
5335,11143,11143,1413,"Avenida Del Sol 4551-2, Fraccionamiento La Escondida 22440",Tijuana,,205335
5336,11143,11143,1413,"c/o Distribuidora Imperial De Baja California, S.A. de C.V.",Tijuana,,205336
5337,11143,11143,1413,"c/o ADP, S.C.",Tijuana,,205337
5338,11143,11143,1413,"c/o COMPLEJO TURISTICO OASIS, S.A. DE C.V.",Rosarito,,205338
13029,11143,11143,1413,c/o INMOBILIARIA ESPARTA S.A. DE C.V.,Tijuana,,213029
5344,11143,11143,1413,"c/o Farmacia Vida Suprema, S.A. DE C.V.",Tijuana,,205344
5345,11143,11143,1413,"Calle Jerez 538, Fraccionamiento Chapultepec",Tijuana,,205345
5346,11143,11143,1413,"Calle Jerez 552-B, Fraccionamiento Chapultepec, CP 22420",Tijuana,,205346
5347,11143,11143,1413,"c/o Administradora De Inmuebles Vida, S.A. de C.V.",Tijuana,,205347
5348,11143,11143,1413,"c/o ADP, S.C.",Tijuana,,205348
5349,11143,11143,1413,"c/o Forpres, S.C.",Tijuana,,205349
5350,11143,11143,1413,"c/o Accesos Electronicos, S.A. de C.V.",Tijuana,,205350
5351,11143,11143,1413,"c/o Operadora Valpark, S.A. de C.V.",Tijuana,,205351
5353,11143,11143,1413,"Avenida Ejercito Trigarante 7865-J, Infonavit Cuchanilla 22680",Tijuana,,205353
5354,11143,11143,1413,"Avenida Altabrisa 15401, Fraccionamiento Altabrisa, Otay Universidad",Tijuana,,205354
5355,11143,11143,1413,"c/o Farmacia Vida Suprema, S.A. DE C.V.",Tijuana,,205355
5356,11143,11143,1413,"c/o Distribuidora Imperial De Baja California, S.A. de C.V.",Tijuana,,205356
5357,11143,11143,1413,"c/o Administradora De Inmuebles Vida, S.A. de C.V.",Tijuana,,205357
5358,11143,11143,1413,"c/o ADP, S.C.",Tijuana,,205358
5359,11143,11143,1413,"Calle Juan de Dios Peza 1015, Colonia Mexico 22150",Tijuana,,205359
5360,11143,11143,1413,"c/o Farmacia Vida Suprema, S.A. DE C.V.",Tijuana,,205360
5361,11143,11143,1413,"c/o Distribuidora Imperial De Baja California, S.A. de C.V.",Tijuana,,205361
5364,11143,11143,1413,"Calle Luis Echeverria 6329-B, Infonavit Presidentes",Tijuana,,205364
5365,11212,11212,1413,P.O. Box 43440,San Ysidro,92173,205365
5366,11143,11143,1413,"c/o Distribuidora Imperial De Baja California, S.A. de C.V.",Tijuana,,205366
5367,11143,11143,1413,"c/o ADP, S.C.",Tijuana,,205367
5368,11143,11143,1413,"Calle Guadalupe Victoria 6, Colonia Lomas Hipodromo",Tijuana,,205368
5369,11143,11143,1413,"Calle Guadalupe Victoria 9, Colonia Lomas Hipodromo",Tijuana,,205369
5370,11143,11143,1413,"Avenida David Alfaro Siqueiros 2789-102, Colonia Zona Rio",Tijuana,,205370
5371,11143,11143,1413,"Avenida de las Americas 3048, Fraccionamiento El Paraiso",Tijuana,,205371
5372,11143,11143,1413,"c/o Farmacia Vida Suprema, S.A. DE C.V.",Tijuana,,205372
5373,11143,11143,1413,"c/o Distribuidora Imperial De Baja California, S.A. de C.V.",Tijuana,,205373
5374,11143,11143,1413,"c/o Administradora De Inmuebles Vida, S.A. de C.V.",Tijuana,,205374
5375,11143,11143,1413,"c/o ADP, S.C.",Tijuana,,205375
5376,11143,11143,1413,"c/o Forpres, S.C.",Tijuana,,205376
5377,11143,11143,1413,"c/o Accesos Electronicos, S.A. de C.V.",Tijuana,,205377
5378,11143,11143,1413,"c/o Operadora Valpark, S.A. de C.V.",Tijuana,,205378
5379,11143,11143,1413,"c/o Valpark, S.A. de C.V.",Tijuana,,205379
5380,11143,11143,1413,"c/o Gex Explore, S. de R.L. de C.V.",Tijuana,,205380
5381,11143,11143,1413,"Avenida Los Reyes 18108-D, Fraccionamiento Villa de Baja California 22684",Tijuana,,205381
5382,11143,11143,1413,"c/o Farmacia Vida Suprema, S.A. DE C.V.",Tijuana,,205382
5390,11143,11143,1413,"c/o Farmacia Vida Suprema, S.A. DE C.V.",Tijuana,,205390
5391,11143,11143,1413,"c/o Distribuidora Imperial De Baja California, S.A. de C.V.",Tijuana,,205391
5392,11143,11143,1413,"c/o Administradora De Inmuebles Vida, S.A. de C.V.",Tijuana,,205392
5393,11143,11143,1413,"Calle De Los Olivos 10549, Colonia Jardines de Chapultepec",Tijuana,,205393
5394,11143,11143,1413,"Ave. Xavier Villaurrutia 9950, Colonia Zona Urbana Rio",Tijuana,,205394
5395,11143,11143,1413,"Ave. Queretaro 2984, Colonia Francisco I. Madero",Tijuana,,205395
5396,11143,11143,1413,"c/o Farmacia Vida Suprema, S.A. DE C.V.",Tijuana,,205396
5397,11143,11143,1413,"c/o Administradora De Inmuebles Vida, S.A. DE C.V.",Tijuana,,205397
5398,11143,11143,1413,"c/o Distribuidora Imperial De Baja California, S.A. de C.V.",Tijuana,,205398
5399,11291,,,,,,205399
5400,11291,,,,,,205400
5401,11291,,,,,,205401
5402,11291,,,,,,205402
5403,11291,,,,,,205403
5404,11291,,,,,,205404
5405,11291,,,,,,205405
5406,11291,,,,,,205406
5407,11291,,,,,,205407
5408,11291,,,,,,205408
5409,11291,,,,,,205409
5410,11291,,,,,,205410
5411,11291,,,,,,205411
5412,11291,,,,,,205412
5413,11291,,,,,,205413
5414,11291,,,,,,205414
